Quote,Clear
""" Ньютон не был первым в эпоху разума.  Он был последним из магов,  последним из вавилонян и шумеров,  последним великим умом,  который смотрел на видимый и интеллектуальный мир теми же глазами,  что и те,  кто начал создавать наше интеллектуальное наследие менее 10 000 лет назад"" . 
",ньютон не был первым в эпоху разума он был последним из магов последним из вавилонян и шумеров последним великим умом который смотрел на видимый и интеллектуальный мир теми же глазами что и те кто начал создавать наше интеллектуальное наследие менее 10 000 лет назад
""" Они должны знать,  что только потому,  что все становится трудным,  это еще не причина верить,  что Бог в отпуске"" . 
",они должны знать что только потому что все становится трудным это еще не причина верить что бог в отпуске
""" Жизнь - нелегкая штука. . . .  Вы не сможете прожить ее,  не впав в отчаяние и цинизм,  если перед вами не будет великой идеи,  которая поднимет вас над личными страданиями,  над слабостью,  над всеми видами вероломства и низости"" . 
",жизнь нелегкая штука вы не сможете прожить ее не впав в отчаяние и цинизм если перед вами не будет великой идеи которая поднимет вас над личными страданиями над слабостью над всеми видами вероломства и низости
"Мы все были бы счастливы,  если бы только знали это. 
",мы все были бы счастливы если бы только знали это
""" Если ты не боишься голосов внутри себя,  ты не будешь бояться критики снаружи"" . 
",если ты не боишься голосов внутри себя ты не будешь бояться критики снаружи
"Любить - значит прыгать со скалы и верить,  что определенный человек будет рядом,  чтобы подхватить тебя на дне. 
",любить значит прыгать со скалы и верить что определенный человек будет рядом чтобы подхватить тебя на дне
""" И,  кстати,  обо всем в жизни можно написать,  если у вас хватит смелости это сделать и воображения импровизировать.  Худший враг творчества - неуверенность в себе"" . 
",и кстати обо всем в жизни можно написать если у вас хватит смелости это сделать и воображения импровизировать худший враг творчества неуверенность в себе
""" В Киланге люди ничего не знали о том,  что у них могло бы быть - холодильник?  комбинация стиральной машины и сушилки?  На самом деле,  они скорее вообразили бы дерево,  которое может поднять лапки и пойти печь хлеб.  Им и в голову не пришло пожалеть себя"" . 
",в киланге люди ничего не знали о том что у них могло бы быть холодильник комбинация стиральной машины и сушилки на самом деле они скорее вообразили бы дерево которое может поднять лапки и пойти печь хлеб им и в голову не пришло пожалеть себя
"Ограничивающие убеждения и мысли создаются в уме.  Эти ментальные блоки должны быть очищены,  чтобы быть счастливыми.  Только тогда откроется любящая мудрость души. 
",ограничивающие убеждения и мысли создаются в уме эти ментальные блоки должны быть очищены чтобы быть счастливыми только тогда откроется любящая мудрость души
""" Двигаться,  дышать,  летать,  парить,  Получать все,  что отдаешь,  Бродить по дорогам отдаленных стран,  путешествовать - значит жить"" . 
",двигаться дышать летать парить получать все что отдаешь бродить по дорогам отдаленных стран путешествовать значит жить
"Но я думаю,  что самое важное,  что дали мне эти книги,  - это своего рода вера.  Мои книги обещали мне,  что жизнь состоит не только из повседневных задач и прозаических вещей.  Мир больше,  красочнее и важнее этого. 
",но я думаю что самое важное что дали мне эти книги это своего рода вера мои книги обещали мне что жизнь состоит не только из повседневных задач и прозаических вещей мир больше красочнее и важнее этого
""" Дети прекрасно знают,  что единорогов не существует,  но они также знают,  что книги о единорогах,  если это хорошие книги,  являются настоящими книгами"" . 
",дети прекрасно знают что единорогов не существует но они также знают что книги о единорогах если это хорошие книги являются настоящими книгами
"Любой,  кто говорит,  что видит женщин насквозь,  многого не понимает. 
",любой кто говорит что видит женщин насквозь многого не понимает
"Для меня предмет - это нечто живое.  Эта сигарета или этот коробок спичек содержат тайную жизнь,  гораздо более насыщенную,  чем у некоторых человеческих существ. 
",для меня предмет это нечто живое эта сигарета или этот коробок спичек содержат тайную жизнь гораздо более насыщенную чем у некоторых человеческих существ
""" Моя бабушка начала проходить по пять миль в день,  когда ей было шестьдесят.  Сейчас ей девяносто семь,  и мы не знаем,  где она,  черт возьми,  находится"" . 
",моя бабушка начала проходить по пять миль в день когда ей было шестьдесят сейчас ей девяносто семь и мы не знаем где она черт возьми находится
""" Что навело вас на мысль о несовершенном боге? “ я не знаю.  Мне это кажется вполне осуществимым.  Это единственный бог,  в которого я мог бы поверить,  бог,  чья страсть не является искуплением,  который ничего не спасает,  не выполняет никакой цели - бог,  который просто есть"" . 
",что навело вас на мысль о несовершенном боге я не знаю мне это кажется вполне осуществимым это единственный бог в которого я мог бы поверить бог чья страсть не является искуплением который ничего не спасает не выполняет никакой цели бог который просто есть
"Счастливых Голодных игр!  И пусть шансы всегда будут в вашу пользу. 
",счастливых голодных игр и пусть шансы всегда будут в вашу пользу
""" Если произведение искусства богато,  жизненно и завершенно,  те,  у кого есть художественные инстинкты,  увидят его красоту,  а те,  к кому этика обращается сильнее,  чем эстетика,  увидят в нем моральный урок.  Это наполнит трусливых ужасом,  а нечистые увидят в нем свой собственный позор"" . 
",если произведение искусства богато жизненно и завершенно те у кого есть художественные инстинкты увидят его красоту а те к кому этика обращается сильнее чем эстетика увидят в нем моральный урок это наполнит трусливых ужасом а нечистые увидят в нем свой собственный позор
""" Они лгут о марихуане.  Говорят вам,  что курение травки лишает вас мотивации.  Ложь!  Когда вы под кайфом,  вы можете делать все,  что обычно делаете,  с таким же успехом —  вы просто понимаете,  что это не стоит гребаных усилий.  Разница есть"" . 
",они лгут о марихуане говорят вам что курение травки лишает вас мотивации ложь когда вы под кайфом вы можете делать все что обычно делаете с таким же успехом вы просто понимаете что это не стоит гребаных усилий разница есть
"Иногда нужно хорошенько упасть,  чтобы по-настоящему понять,  на чем ты стоишь
",иногда нужно хорошенько упасть чтобы по-настоящему понять на чем ты стоишь
""" Я хочу,  чтобы с тобой было все,  Америка.  Я хочу праздники и дни рождения,  напряженный сезон и ленивые выходные.  Я хочу,  чтобы на моем столе были кончики пальцев с арахисовым маслом.  Я хочу шуток внутри,  драк и всего остального.  Я хочу жить с тобой"" . 
",я хочу чтобы с тобой было все америка я хочу праздники и дни рождения напряженный сезон и ленивые выходные я хочу чтобы на моем столе были кончики пальцев с арахисовым маслом я хочу шуток внутри драк и всего остального я хочу жить с тобой
"Каждый жизненный опыт ставит этот вопрос:  как ты хочешь измениться из-за меня? 
",каждый жизненный опыт ставит этот вопрос как ты хочешь измениться из-за меня
"Креативность рождается из доверия.  Доверяй своим инстинктам.  И никогда не надейся больше,  чем работаешь. 
",креативность рождается из доверия доверяй своим инстинктам и никогда не надейся больше чем работаешь
""" Не могли бы вы сказать мне,  пожалуйста,  в какую сторону мне следует идти отсюда? "" "" "" "" Это во многом зависит от того,  куда вы хотите попасть. "" "" "" "" Мне все равно,  куда. . . "" "" "" "" Тогда не имеет значения,  в какую сторону вы пойдете"" . 
",не могли бы вы сказать мне пожалуйста в какую сторону мне следует идти отсюда это во многом зависит от того куда вы хотите попасть мне все равно куда тогда не имеет значения в какую сторону вы пойдете
""" Все непостоянно,  кроме веры в душу,  которая все меняет и наполняет светом их непостоянство"" . 
",все непостоянно кроме веры в душу которая все меняет и наполняет светом их непостоянство
"Люди говорят,  что глаза - это окна в душу. 
",люди говорят что глаза это окна в душу
""" Что мы делаем в любой другой сфере нашей жизни ( кроме религии) ,  так это вместо того,  чтобы уважать чьи-то убеждения,  мы оцениваем их причины"" . 
",что мы делаем в любой другой сфере нашей жизни кроме религии так это вместо того чтобы уважать чьи-то убеждения мы оцениваем их причины
""" Книга - это нечто большее,  чем словесная структура или серия словесных структур;  это диалог,  который она устанавливает со своим читателем,  интонация,  которую она накладывает на его голос,  и меняющиеся и устойчивые образы,  которые она оставляет в его памяти.  Книга - это не изолированное существо:  это взаимосвязь,  ось бесчисленных взаимосвязей"" . 
",книга это нечто большее чем словесная структура или серия словесных структур это диалог который она устанавливает со своим читателем интонация которую она накладывает на его голос и меняющиеся и устойчивые образы которые она оставляет в его памяти книга это не изолированное существо это взаимосвязь ось бесчисленных взаимосвязей
""" С самых ранних лет я всегда хотел стать писателем.  Не то чтобы у меня было какое-то особое послание человечеству.  Я все еще работаю над собой,  и пока ни о чем подобном речи не идет,  так что начинает казаться,  что,  если я внезапно не наберу форму в середине сезона в свои восемьдесят с небольшим,  человечеству не хватит послания"" . 
",с самых ранних лет я всегда хотел стать писателем не то чтобы у меня было какое-то особое послание человечеству я все еще работаю над собой и пока ни о чем подобном речи не идет так что начинает казаться что если я внезапно не наберу форму в середине сезона в свои восемьдесят с небольшим человечеству не хватит послания
"Движение вперед подразумевает ДВИЖЕНИЕ,  в то время как на самом деле это может быть просто стояние на месте и созерцание спасения Господня. 
",движение вперед подразумевает движение в то время как на самом деле это может быть просто стояние на месте и созерцание спасения господня
"Искусство - это магия,  освобожденная от лжи,  чтобы быть правдой. 
",искусство это магия освобожденная от лжи чтобы быть правдой
""" Если у вас есть мечта,  не сидите сложа руки.  Наберитесь смелости поверить,  что вы можете добиться успеха,  и сделайте все возможное,  чтобы воплотить ее в реальность"" . 
",если у вас есть мечта не сидите сложа руки наберитесь смелости поверить что вы можете добиться успеха и сделайте все возможное чтобы воплотить ее в реальность
""" Когда люди находятся в гуще действительно тяжелых событий и при этом сохраняют чувство юмора,  я восхищаюсь этим"" . 
",когда люди находятся в гуще действительно тяжелых событий и при этом сохраняют чувство юмора я восхищаюсь этим
""" В моей жизни действительно много времени уделяется людям,  и дружба - очень важная тема для меня.  Я думаю,  что в этом отношении я необычен среди писателей,  которых я знаю"" . 
",в моей жизни действительно много времени уделяется людям и дружба очень важная тема для меня я думаю что в этом отношении я необычен среди писателей которых я знаю
""" Она не знала,  как любить,  отдавать себя кому-то,  отдавать себя на попечение другого и принимать его в свое.  Она никому не доверяла свое сердце - или темные уголки своей души"" . 
",она не знала как любить отдавать себя кому-то отдавать себя на попечение другого и принимать его в свое она никому не доверяла свое сердце или темные уголки своей души
"Несчастье часто является тем,  что готовит обычного человека к какой-то необычной судьбе. 
",несчастье часто является тем что готовит обычного человека к какой-то необычной судьбе
"Хорошие авторы беспокоятся о жанрах,  а великие - нет. 
",хорошие авторы беспокоятся о жанрах а великие нет
""" Из-за чрезмерной любви к жизни,  Из-за надежды и страха,  освобожденных на свободу,  Мы с краткой благодарностью благодарим Всех богов,  Какими бы они ни были,  За то,  что ни одна жизнь не живет вечно;  Что мертвецы никогда не воскресают;  Что даже самая усталая река течет где-нибудь в безопасном месте к морю"" . 
",из-за чрезмерной любви к жизни из-за надежды и страха освобожденных на свободу мы с краткой благодарностью благодарим всех богов какими бы они ни были за то что ни одна жизнь не живет вечно что мертвецы никогда не воскресают что даже самая усталая река течет где-нибудь в безопасном месте к морю
"Научная литература может искажать;  факты могут быть скорректированы.  Но художественная литература никогда не лжет. 
",научная литература может искажать факты могут быть скорректированы но художественная литература никогда не лжет
"Вера подобна любви:  она не позволяет принуждать себя. 
",вера подобна любви она не позволяет принуждать себя
""" Я меняю мир,  мир меняет меня"" . 
",я меняю мир мир меняет меня
"Истинное знание заключается в осознании того,  что ты ничего не знаешь. 
",истинное знание заключается в осознании того что ты ничего не знаешь
""" Почему ты притворяешься,  что пишешь,  когда я уже знаю,  что ты делаешь это просто для того,  чтобы запугать меня? "" 
",почему ты притворяешься что пишешь когда я уже знаю что ты делаешь это просто для того чтобы запугать меня
""" Вы понимаете,  что вся великая литература —  "" Моби Дик"" ,  "" Гекльберри Финн"" ,  "" Прощание с оружием"" ,  "" Алая буква"" ,  "" Красный знак мужества"" ,  "" Илиада и Одиссея"" ,  "" "" "" Преступление и наказание"" ,  "" Библия""  и "" Атака легкой бригады""  —  все они о том,  как тяжело быть. . .  человеком? "" 
",вы понимаете что вся великая литература моби дик гекльберри финн прощание с оружием алая буква красный знак мужества илиада и одиссея преступление и наказание библия и атака легкой бригады все они о том как тяжело быть человеком
"Может быть,  это и есть жизнь. . .  мгновение ока и мерцающие звезды. 
",может быть это и есть жизнь мгновение ока и мерцающие звезды
""" Когда доходит до дела,  я позволяю им думать,  что они хотят.  Если им не все равно,  что я делаю,  значит,  я уже лучше их"" . 
",когда доходит до дела я позволяю им думать что они хотят если им не все равно что я делаю значит я уже лучше их
""" Ты становишься одиноким,  вот что это такое.  Человек не должен идти по жизни абсолютно ни с кем.  Это ненормально.  Чем дольше ты живешь один,  тем страннее становишься,  и чем страннее ты становишься,  тем дольше живешь один.  Это замкнутый круг,  и ты должен что-то сделать,  чтобы выбраться из него. "" 
",ты становишься одиноким вот что это такое человек не должен идти по жизни абсолютно ни с кем это ненормально чем дольше ты живешь один тем страннее становишься и чем страннее ты становишься тем дольше живешь один это замкнутый круг и ты должен что-то сделать чтобы выбраться из него
""" Я думаю,  нет большей радости,  чем создать песню из воздуха.  Это как изобрести что-то,  но невидимое,  понимаешь?  Это странно.  Это поражает меня.  Ты можешь разослать это по миру,  и в этом радость.  Это все равно что дать жизнь всем этим песням и отпустить их,  как будто они твои дети"" . 
",я думаю нет большей радости чем создать песню из воздуха это как изобрести что-то но невидимое понимаешь это странно это поражает меня ты можешь разослать это по миру и в этом радость это все равно что дать жизнь всем этим песням и отпустить их как будто они твои дети
""" Работа писателя состоит в том,  чтобы пристально и неуютно взглянуть на мир,  в котором они живут,  на мир,  в котором живем мы все,  а задача романа - заставить труп вонять"" . 
",работа писателя состоит в том чтобы пристально и неуютно взглянуть на мир в котором они живут на мир в котором живем мы все а задача романа заставить труп вонять
""" Когда я выхожу на сцену перед тысячами людей,  я не чувствую,  что веду себя храбро.  Может потребоваться гораздо больше мужества,  чтобы выразить истинные чувства одному человеку.  [ . . . ]  Несмотря на риск,  смелость быть честным и близким открывает путь к самопознанию.  Это дает то,  чего мы все хотим,  обещание любви"" . 
",когда я выхожу на сцену перед тысячами людей я не чувствую что веду себя храбро может потребоваться гораздо больше мужества чтобы выразить истинные чувства одному человеку несмотря на риск смелость быть честным и близким открывает путь к самопознанию это дает то чего мы все хотим обещание любви
""" Мы так много пытаемся исправить внешнее,  но наш контроль над внешним миром ограничен,  временен и часто иллюзорен"" . 
",мы так много пытаемся исправить внешнее но наш контроль над внешним миром ограничен временен и часто иллюзорен
". . . Но мы также верим,  что часть нашей жизненной миссии состоит в том,  чтобы найти свое счастье и следовать ему.  Жизнь - драгоценный и деликатный дар.  Сколько из этого дара мы растрачиваем из-за страха? 
",но мы также верим что часть нашей жизненной миссии состоит в том чтобы найти свое счастье и следовать ему жизнь драгоценный и деликатный дар сколько из этого дара мы растрачиваем из-за страха
""" Жить полной увлеченности жизнью,  полной прихотей и всего того,  что творит любовь,  - это то,  что большинство людей планируют делать,  но по пути они просто как бы забывают.  Их мечты становятся одной из тех отсрочек "" "" мы отправимся туда в следующий раз"" "" .  Печально то,  что для многих не существует "" следующего раза"" ,  потому что упускать шанс перейти границу - это общее отношение к жизни,  а не единичное решение"" . 
",жить полной увлеченности жизнью полной прихотей и всего того что творит любовь это то что большинство людей планируют делать но по пути они просто как бы забывают их мечты становятся одной из тех отсрочек мы отправимся туда в следующий раз печально то что для многих не существует следующего раза потому что упускать шанс перейти границу это общее отношение к жизни а не единичное решение
""" Приучайте себя постоянно совершать много любовных поступков,  ибо они разжигают и растапливают душу"" . 
",приучайте себя постоянно совершать много любовных поступков ибо они разжигают и растапливают душу
"Импрессионизм - это газета души. 
",импрессионизм это газета души
""" Романы дают вам матрицу эмоций,  передают вкус времени так,  как не может формальная история"" . 
",романы дают вам матрицу эмоций передают вкус времени так как не может формальная история
""" Если Бог всемогущ и всеведущ,  почему он не создал Вселенную с самого начала,  чтобы все получилось так,  как он хочет?  Почему он постоянно чинит и жалуется?  Нет,  Библия ясно говорит об одном:  библейский Бог - неряшливый производитель.  Он не силен ни в дизайне,  ни в исполнении.  Он был бы не у дел,  если бы существовала какая-либо конкуренция. "" 
",если бог всемогущ и всеведущ почему он не создал вселенную с самого начала чтобы все получилось так как он хочет почему он постоянно чинит и жалуется нет библия ясно говорит об одном библейский бог неряшливый производитель он не силен ни в дизайне ни в исполнении он был бы не у дел если бы существовала какая-либо конкуренция
"В коротком рассказе должно быть одно настроение,  и каждое предложение должно соответствовать ему. 
",в коротком рассказе должно быть одно настроение и каждое предложение должно соответствовать ему
"Здесь нет незнакомцев,  только друзья,  с которыми вы еще не встречались. 
",здесь нет незнакомцев только друзья с которыми вы еще не встречались
""" Все говорит мне о том,  что я вот-вот приму неправильное решение,  но совершать ошибки - это просто часть жизни.  Чего хочет от меня мир?  Хочет ли оно,  чтобы я не рисковал,  вернулся туда,  откуда пришел,  потому что у меня не хватило смелости сказать "" да""  жизни? "" 
",все говорит мне о том что я вот-вот приму неправильное решение но совершать ошибки это просто часть жизни чего хочет от меня мир хочет ли оно чтобы я не рисковал вернулся туда откуда пришел потому что у меня не хватило смелости сказать да жизни
"Люди,  которые практикуют свободу самовыражения,  терроризируют наш грамматический образ жизни. 
",люди которые практикуют свободу самовыражения терроризируют наш грамматический образ жизни
""" Что такое юмор? ""  - спросил один из их профессоров,  и он ответил:  "" безобидное,  неожиданно неуместное сопоставление"" . 
",что такое юмор спросил один из их профессоров и он ответил безобидное неожиданно неуместное сопоставление
""" Я благодарю тебя,  Боже,  за этот самый удивительный день,  за прыгающих зеленых духов деревьев,  и за голубую мечту о небе,  и за все,  что естественно,  что бесконечно,  что да"" . 
",я благодарю тебя боже за этот самый удивительный день за прыгающих зеленых духов деревьев и за голубую мечту о небе и за все что естественно что бесконечно что да
""" Он может исцелить меня.  Я верю,  что Он это сделает.  Я верю,  что стану старым баптистским проповедником.  И даже если Он этого не сделает. . .  Вот в чем дело:  я прочитал Послание к Филиппийцам 1.  Я знаю,  что говорит Павел.  Я здесь,  давайте поработаем,  если я пойду домой?  « так лучше» .  Я понимаю это"" . 
",он может исцелить меня я верю что он это сделает я верю что стану старым баптистским проповедником и даже если он этого не сделает вот в чем дело я прочитал послание к филиппийцам 1 я знаю что говорит павел я здесь давайте поработаем если я пойду домой так лучше я понимаю это
"Институционализированное неприятие различий является абсолютной необходимостью в прибыльной экономике,  которая нуждается в аутсайдерах как в лишних людях. 
",институционализированное неприятие различий является абсолютной необходимостью в прибыльной экономике которая нуждается в аутсайдерах как в лишних людях
"Пессимист видит трудность в каждой возможности;  оптимист видит возможность в каждой трудности. 
",пессимист видит трудность в каждой возможности оптимист видит возможность в каждой трудности
""" Каждый человек - гений.  Но если вы будете судить о рыбе по ее способности взбираться на дерево,  она проживет всю свою жизнь,  полагая,  что она глупа"" . 
",каждый человек гений но если вы будете судить о рыбе по ее способности взбираться на дерево она проживет всю свою жизнь полагая что она глупа
"Жизнь на воздушном шаре CharmLife Может быть наполнена приключениями,  если Вы позволите Себе Воспарить
",жизнь на воздушном шаре может быть наполнена приключениями если вы позволите себе воспарить
""" Рисуйте произведения искусства,  которые вы хотите видеть,  начинайте бизнес,  которым вы хотите управлять,  играйте музыку,  которую вы хотите слышать,  пишите книги,  которые вы хотите читать,  создавайте продукты,  которые вы хотите использовать,  –  делайте работу,  которую вы хотите видеть выполненной"" . 
",рисуйте произведения искусства которые вы хотите видеть начинайте бизнес которым вы хотите управлять играйте музыку которую вы хотите слышать пишите книги которые вы хотите читать создавайте продукты которые вы хотите использовать делайте работу которую вы хотите видеть выполненной
"Я понял,  что я наиболее силен,  когда занимаюсь своим искусством. 
",я понял что я наиболее силен когда занимаюсь своим искусством
"Никогда не забывай ценить себя и раскрывать свою внутреннюю красоту. 
",никогда не забывай ценить себя и раскрывать свою внутреннюю красоту
""" И поэтому я жду.  Я жду времени,  которое исцелит боль и снова поднимет меня на ноги - чтобы я мог начать новый путь,  мой собственный путь,  тот,  который снова сделает меня цельным"" . 
",и поэтому я жду я жду времени которое исцелит боль и снова поднимет меня на ноги чтобы я мог начать новый путь мой собственный путь тот который снова сделает меня цельным
"Вовлечение предоставляет возможность продемонстрировать,  как конфронтация может быть проведена эффективно и цивилизованно
",вовлечение предоставляет возможность продемонстрировать как конфронтация может быть проведена эффективно и цивилизованно
""" Вы никогда ничего не измените,  борясь с существующей реальностью. Чтобы что-то изменить,  создайте новую модель,  которая сделает существующую модель устаревшей"" . 
",вы никогда ничего не измените борясь с существующей реальностью чтобы что-то изменить создайте новую модель которая сделает существующую модель устаревшей
""" Читатель,  предположим,  ты идиот.  И предположим,  что вы были членом Конгресса.  Но я повторяюсь. "" 
",читатель предположим ты идиот и предположим что вы были членом конгресса но я повторяюсь
"Библиотеки были полны идей –  возможно,  самого опасного и мощного из всех видов оружия. 
",библиотеки были полны идей возможно самого опасного и мощного из всех видов оружия
"Демократия - это искусство и наука управлять цирком из обезьяньей клетки. 
",демократия это искусство и наука управлять цирком из обезьяньей клетки
"Никогда не склоняй голову.  Держи ее высоко.  Смотри миру прямо в глаза. 
",никогда не склоняй голову держи ее высоко смотри миру прямо в глаза
"С великой силой. . .  приходит великая потребность вздремнуть.  Разбуди меня позже. 
",с великой силой приходит великая потребность вздремнуть разбуди меня позже
"Не считай своих сов до того,  как они будут доставлены. 
",не считай своих сов до того как они будут доставлены
""" Пусть каждый человек выбирает путь в соответствии со своими способностями,  пониманием и темпераментом.  Его истинный гуру встретит его на этом пути"" . 
",пусть каждый человек выбирает путь в соответствии со своими способностями пониманием и темпераментом его истинный гуру встретит его на этом пути
