Quote,Clear
"Вы можете с юмором справляться с очень серьезными,  а иногда и ужасными,  а иногда смущающими и очень неловкими ситуациями.  Это дает нам выход. 
",вы можете с юмором справляться с очень серьезными а иногда и ужасными а иногда смущающими и очень неловкими ситуациями это дает нам выход
""" Каждый раз,  когда вы здороваетесь с незнакомцем,  ваше сердце снова и снова подтверждает,  что мы все - семья"" . 
",каждый раз когда вы здороваетесь с незнакомцем ваше сердце снова и снова подтверждает что мы все семья
"Мой собственный бизнес всегда наводит на меня смертельную скуку;  я предпочитаю чужие. 
",мой собственный бизнес всегда наводит на меня смертельную скуку я предпочитаю чужие
"Вы никогда не получите в жизни всего,  но вы получите достаточно. 
",вы никогда не получите в жизни всего но вы получите достаточно
""" Ибо,  хотя мы прямо говорим,  что она [ продолжительность человеческой жизни]  исчисляется веками,  нам напоминают,  что она короче,  чем падение розового листа на землю"" . 
",ибо хотя мы прямо говорим что она продолжительность человеческой жизни исчисляется веками нам напоминают что она короче чем падение розового листа на землю
""" Часть из вас - независимая репрезентация,  спектакль для восстановления"" . 
",часть из вас независимая репрезентация спектакль для восстановления
""" Я говорю со всеми одинаково,  будь то мусорщик или президент университета"" . 
",я говорю со всеми одинаково будь то мусорщик или президент университета
"Великая разделительная линия между успехом и неудачей - это Космический порядок
",великая разделительная линия между успехом и неудачей это космический порядок
""" Солнце может светить,  и оно может обжигать.  Ты можешь излучать свою любовь с более мягкой силой,  чем солнце"" . 
",солнце может светить и оно может обжигать ты можешь излучать свою любовь с более мягкой силой чем солнце
""" Она безумно горела из-за того,  кого любила,  а он стоял и наблюдал,  надеясь,  что его тоже охватит пламя насилия,  бушующего в ее сердце"" . 
",она безумно горела из-за того кого любила а он стоял и наблюдал надеясь что его тоже охватит пламя насилия бушующего в ее сердце
""" Писатель жил жизнью Джулиуса Припадка:  я пришел,  я увидел,  я спросил.  Теперь ты можешь взять под контроль свое сознание и опубликовать себя"" . 
",писатель жил жизнью джулиуса припадка я пришел я увидел я спросил теперь ты можешь взять под контроль свое сознание и опубликовать себя
""" Обдумывая это,  Влад вытер блеск для губ со своих губ тыльной стороной ладони. Вампиры,  в конце концов,  не сверкают"" . 
",обдумывая это влад вытер блеск для губ со своих губ тыльной стороной ладони вампиры в конце концов не сверкают
"Слезы - это слова,  которые нужно написать. 
",слезы это слова которые нужно написать
"Библиотека превосходит по значимости любую другую вещь,  которую сообщество может сделать на благо своих людей.  Это неиссякаемый источник в пустыне. 
",библиотека превосходит по значимости любую другую вещь которую сообщество может сделать на благо своих людей это неиссякаемый источник в пустыне
"Непочтительность - самый необходимый компонент религии.  Не говоря уже о ее важности в философии.  Непочтительность - это единственный оставшийся у нас способ проверить нашу вселенную. 
",непочтительность самый необходимый компонент религии не говоря уже о ее важности в философии непочтительность это единственный оставшийся у нас способ проверить нашу вселенную
"Люди,  которые знакомятся в аэропортах,  на семьдесят два процента чаще влюбляются друг в друга,  чем люди,  которые встречаются где-либо еще. 
",люди которые знакомятся в аэропортах на семьдесят два процента чаще влюбляются друг в друга чем люди которые встречаются где-либо еще
"Герпес [ 10w]  Только величие и генитальный герпес бросаются в глаза своим отсутствием. 
",герпес 10 только величие и генитальный герпес бросаются в глаза своим отсутствием
"Есть только одно лекарство от седых волос.  Его изобрел француз.  Это называется гильотина. 
",есть только одно лекарство от седых волос его изобрел француз это называется гильотина
""" Она была счастлива,  она знала,  что счастлива,  и знала,  что должна быть счастлива"" . 
",она была счастлива она знала что счастлива и знала что должна быть счастлива
""" Есть только один всепроникающий Бог.  В нем есть только одно послание - люби всех,  охватывай все и выходи за пределы эгоистичного гена"" . 
",есть только один всепроникающий бог в нем есть только одно послание люби всех охватывай все и выходи за пределы эгоистичного гена
"Мой поцелуй - это мое обещание,  написанное в моем сердце цветом твоей любви. 
",мой поцелуй это мое обещание написанное в моем сердце цветом твоей любви
"Старайтесь немного усерднее,  чтобы стать немного лучше. 
",старайтесь немного усерднее чтобы стать немного лучше
"Художники,  которые стремятся к совершенству во всем,  - это те,  кто не может достичь его ни в чем. 
",художники которые стремятся к совершенству во всем это те кто не может достичь его ни в чем
""" Таинство,  такое как брак,  означает жить лучше,  чем ваши естественные инстинкты,  так что вы подражаете Богу.  А Бог никогда не сдается"" . 
",таинство такое как брак означает жить лучше чем ваши естественные инстинкты так что вы подражаете богу а бог никогда не сдается
""" Конкуренция полезна для здоровья.  Особенно,  когда все ваши конкуренты нездоровы и,  надеюсь,  больны и отсутствуют во время соревнований"" . 
",конкуренция полезна для здоровья особенно когда все ваши конкуренты нездоровы и надеюсь больны и отсутствуют во время соревнований
"Кемпинг - это естественный способ продвижения гостиничного бизнеса. 
",кемпинг это естественный способ продвижения гостиничного бизнеса
"Всегда будьте осторожны с людьми,  которые используют цитаты.  Я не знаю,  кто это сказал. ""  - Мердок Никкалс
",всегда будьте осторожны с людьми которые используют цитаты я не знаю кто это сказал мердок никкалс
""" Две ошибки не делают человека правым,  но они служат хорошим оправданием"" . 
",две ошибки не делают человека правым но они служат хорошим оправданием
"Я утверждаю,  что космическое религиозное чувство - самый сильный и благородный мотив для научных исследований. 
",я утверждаю что космическое религиозное чувство самый сильный и благородный мотив для научных исследований
""" Мудро выбирайте свои мысли и убеждения. Будьте сами себе лучшим другом,  а не врагом"" . 
",мудро выбирайте свои мысли и убеждения будьте сами себе лучшим другом а не врагом
""" Вы утонете в моей истории любви,  если я когда-нибудь напишу ее авторучкой"" . 
",вы утонете в моей истории любви если я когда-нибудь напишу ее авторучкой
""" Нас часто учат искать красоту во всех вещах,  поэтому,  чтобы найти ее,  непрофессионал спрашивает философа,  в то время как философ спрашивает фотографа"" . 
",нас часто учат искать красоту во всех вещах поэтому чтобы найти ее непрофессионал спрашивает философа в то время как философ спрашивает фотографа
""" Я думаю,  юмор может быть эффективным способом донести суть,  но определенно бывают моменты,  когда я просто пишу очень искренне"" . 
",я думаю юмор может быть эффективным способом донести суть но определенно бывают моменты когда я просто пишу очень искренне
""" Цель жизни не в том,  чтобы быть на стороне большинства,  а в том,  чтобы избежать попадания в ряды безумцев"" . 
",цель жизни не в том чтобы быть на стороне большинства а в том чтобы избежать попадания в ряды безумцев
""" Есть ненависть?  Когда ненавистник уютно шепчет тебе на ухо всякую чушь о них,  что это говорит о тебе? "" 
",есть ненависть когда ненавистник уютно шепчет тебе на ухо всякую чушь о них что это говорит о тебе
""" Мысли о смерти - странной,  прекрасной,  ужасной и далекой - заставили меня почувствовать себя счастливее,  чем когда-либо"" . 
",мысли о смерти странной прекрасной ужасной и далекой заставили меня почувствовать себя счастливее чем когда-либо
""" Ревнуешь? "" "" "" "" Может быть. "" "" "" "" Без причины.  Мне нравятся мои дамы с бьющимся пульсом. "" 
",ревнуешь может быть без причины мне нравятся мои дамы с бьющимся пульсом
""" Человек,  убивающий человека,  убивает человека. Человек,  убивающий себя,  убивает всех людей. Что касается его,  то он уничтожает мир"" . 
",человек убивающий человека убивает человека человек убивающий себя убивает всех людей что касается его то он уничтожает мир
"Какие сексуальные предпочтения,  как ты надеешься,  у нее есть? ”  “ Счастье” .  Разве это не круто? 
",какие сексуальные предпочтения как ты надеешься у нее есть счастье разве это не круто
""" Я думаю,  это круто - носить roadkill.  Если бы я умер и кто-нибудь захотел надеть мои зубы на шею на VMA,  я бы счел за честь"" . 
",я думаю это круто носить если бы я умер и кто-нибудь захотел надеть мои зубы на шею на я бы счел за честь
"Странность исчезнет,  и я думаю,  мы откроем более глубокие смыслы в современном искусстве. 
",странность исчезнет и я думаю мы откроем более глубокие смыслы в современном искусстве
""" Некоторые мужчины умирают из-за недостатка любви. . .  некоторые умирают из-за этого.  Подумай об этом. "" "" - Деймон"" 
",некоторые мужчины умирают из-за недостатка любви некоторые умирают из-за этого подумай об этом деймон
"Пустой автобус мчится сквозь звездную ночь,  возможно,  водитель поет и счастлив оттого,  что поет. 
",пустой автобус мчится сквозь звездную ночь возможно водитель поет и счастлив оттого что поет
"Горечь заключает жизнь в тюрьму;  любовь освобождает ее. 
",горечь заключает жизнь в тюрьму любовь освобождает ее
"Прощайте всех.  Прощайте с любовью все невзгоды. 
",прощайте всех прощайте с любовью все невзгоды
""" Вы должны учиться на своих прошлых ошибках,  но не полагаться на свои прошлые успехи"" . 
",вы должны учиться на своих прошлых ошибках но не полагаться на свои прошлые успехи
"Бог всегда отдает все самое лучшее тем,  кто оставляет выбор за ним. 
",бог всегда отдает все самое лучшее тем кто оставляет выбор за ним
"всегда страшнее,  когда крикун говорит мягко. 
",всегда страшнее когда крикун говорит мягко
"Подоходный налог [ 10w]  Декларация о подоходном налоге человека измеряет его честность и глупость. 
",подоходный налог 10 декларация о подоходном налоге человека измеряет его честность и глупость
""" Эта работа была строго добровольной,  но любому животному,  которое отлынивало от нее,  уменьшали рацион наполовину"" . 
",эта работа была строго добровольной но любому животному которое отлынивало от нее уменьшали рацион наполовину
""" Несчастные случаи подстерегают ничего не подозревающих,  часто жестоко,  как и любовь"" . 
",несчастные случаи подстерегают ничего не подозревающих часто жестоко как и любовь
"Слезы в мире - величина постоянная.  На каждого,  кто начинает плакать где-то в другом месте,  другой останавливается.  То же самое верно и для смеха. 
",слезы в мире величина постоянная на каждого кто начинает плакать где-то в другом месте другой останавливается то же самое верно и для смеха
"Ваш истинный мир - это состояние вашего сознания и осознанности,  в котором обитает и танцует ваш разум. 
",ваш истинный мир это состояние вашего сознания и осознанности в котором обитает и танцует ваш разум
"Надежда - это сердцебиение души ~ 
",надежда это сердцебиение души
"Большинству из нас повезло или не повезло видеть,  как наша жизнь разваливается на части так медленно,  что мы едва замечаем. 
",большинству из нас повезло или не повезло видеть как наша жизнь разваливается на части так медленно что мы едва замечаем
"Ценность книги измеряется тем,  что вы можете из нее вынести
",ценность книги измеряется тем что вы можете из нее вынести
""" Рингтоны Хайку "" Ой!  Дай,  да-е-ну,  Дай,  да-е-ну,  Дай,  да-е-ну. . . "" "" Ответь на свой гребаный звонок! "" 
",рингтоны хайку ой дай да-е-ну дай да-е-ну дай да-е-ну ответь на свой гребаный звонок
"Я начинающий писатель.  Ненавижу эту фразу.  Ты либо писатель,  либо нет. 
",я начинающий писатель ненавижу эту фразу ты либо писатель либо нет
"Никогда не знаешь,  когда правда докопается до тебя.  Ты не можешь выбрать время.  Время выбирает тебя. 
",никогда не знаешь когда правда докопается до тебя ты не можешь выбрать время время выбирает тебя
"Контролируйте свой разум. 
",контролируйте свой разум
"Есть ли слово на полпути между "" привет""  и "" прощай"" ?  Потому что именно это слово пытается сказать моя душа. 
",есть ли слово на полпути между привет и прощай потому что именно это слово пытается сказать моя душа
""" Давайте нежно и доброжелательно относиться к средствам познания.  Давайте осмелимся читать,  думать,  говорить и писать"" . 
",давайте нежно и доброжелательно относиться к средствам познания давайте осмелимся читать думать говорить и писать
""" Гоббс:  Ты думаешь,  Бог есть? Кэлвин:  Ну,  кто-то хочет заполучить меня! "" 
",гоббс ты думаешь бог есть кэлвин ну кто-то хочет заполучить меня
"Почему я не могу написать что-то,  что пробудило бы мертвых?  Это стремление - то,  что обжигает сильнее всего. 
",почему я не могу написать что-то что пробудило бы мертвых это стремление то что обжигает сильнее всего
""" Я буду использовать свой разум,  а не только обычные доли мозга"" . 
",я буду использовать свой разум а не только обычные доли мозга
"Бусидо реализуется в присутствии смерти.  Это означает выбирать смерть всякий раз,  когда есть выбор между жизнью и смертью.  Других аргументов нет. 
",бусидо реализуется в присутствии смерти это означает выбирать смерть всякий раз когда есть выбор между жизнью и смертью других аргументов нет
"Я не ненавижу тебя. .  Мне просто не нравится,  что ты существуешь
",я не ненавижу тебя мне просто не нравится что ты существуешь
""" Никто не устроен неправильно,  потому что в том,  какие мы есть,  нет неправильного и правильного"" . 
",никто не устроен неправильно потому что в том какие мы есть нет неправильного и правильного
""" О,  любовь заставит собаку выть в рифму"" . 
",о любовь заставит собаку выть в рифму
""" В конце концов,  что такое жизнь?  Мы рождаемся,  живем недолго и умираем"" . 
",в конце концов что такое жизнь мы рождаемся живем недолго и умираем
"Юмор выравнивает игровое поле.  Я понял это очень рано - это было то,  что у меня было. 
",юмор выравнивает игровое поле я понял это очень рано это было то что у меня было
"Бог не только любит послушных - Он просвещает их. 
",бог не только любит послушных он просвещает их
"Эта книга была написана с использованием 100%  переработанных слов. 
",эта книга была написана с использованием 100 переработанных слов
""" В чем,  в самом деле,  заключалась бы его пытка,  если бы на каждом шагу его поддерживала надежда на успех? "" 
",в чем в самом деле заключалась бы его пытка если бы на каждом шагу его поддерживала надежда на успех
""" Некоторые книги следует попробовать,  некоторые проглотить,  но только некоторые следует тщательно пережевывать и переваривать"" . 
",некоторые книги следует попробовать некоторые проглотить но только некоторые следует тщательно пережевывать и переваривать
""" Истина неопровержима.  Злоба может нападать на нее,  невежество может высмеивать ее,  но,  в конце концов,  это так"" . 
",истина неопровержима злоба может нападать на нее невежество может высмеивать ее но в конце концов это так
"Любовь - единственная сила,  способная превратить врага в друга. 
",любовь единственная сила способная превратить врага в друга
"Заканчивать роман —  все равно что укладывать ребенка спать - это нельзя сделать внезапно. 
",заканчивать роман все равно что укладывать ребенка спать это нельзя сделать внезапно
""" Циник видит только цинизм,  депрессивный человек может испортить творение одним взглядом"" 
",циник видит только цинизм депрессивный человек может испортить творение одним взглядом
""" Мы чувствуем,  что даже если на все возможные научные вопросы будут даны ответы,  проблемы жизни все равно не будут затронуты вообще"" . 
",мы чувствуем что даже если на все возможные научные вопросы будут даны ответы проблемы жизни все равно не будут затронуты вообще
"Секрет сохранения молодости в том,  чтобы быть простым и счастливым,  как ребенок. 
",секрет сохранения молодости в том чтобы быть простым и счастливым как ребенок
"Почему отношения должны быть такими сложными? 
",почему отношения должны быть такими сложными
""" Говорить правду очень трудно,  и молодые люди редко на это способны"" . 
",говорить правду очень трудно и молодые люди редко на это способны
"Счастливые люди производят.  Скучающие люди потребляют. 
",счастливые люди производят скучающие люди потребляют
"Знания очень важны для трансформации жизни и переходного периода
",знания очень важны для трансформации жизни и переходного периода
""" Мы должны осмелиться быть самими собой,  каким бы пугающим или странным это "" я""  ни оказалось"" . 
",мы должны осмелиться быть самими собой каким бы пугающим или странным это я ни оказалось
""" Истина должна существовать,  ее не следует использовать подобным образом.  Если я люблю тебя,  это факт или оружие? "" 
",истина должна существовать ее не следует использовать подобным образом если я люблю тебя это факт или оружие
"Иногда самое трудное - это не отпустить,  а скорее научиться начинать все сначала. 
",иногда самое трудное это не отпустить а скорее научиться начинать все сначала
"Любовь - самая трудная поездка для ковбоя. 
",любовь самая трудная поездка для ковбоя
"Бог мертв,  и я - его замена. 
",бог мертв и я его замена
""" То,  что ты делаешь,  имеет значение,  и ты должен решить,  какого рода изменения ты хочешь добиться"" . 
",то что ты делаешь имеет значение и ты должен решить какого рода изменения ты хочешь добиться
""" Знаете,  когда это работает,  любовь довольно удивительна.  Ее не переоценивают.  У всех этих песен есть причина"" . 
",знаете когда это работает любовь довольно удивительна ее не переоценивают у всех этих песен есть причина
"Другие заставляют художника рисовать по собственной воле. 
",другие заставляют художника рисовать по собственной воле
""" На самом деле я не молюсь,  потому что не хочу утомлять Бога"" . 
",на самом деле я не молюсь потому что не хочу утомлять бога
""" Если судить по понятиям,  изложенным теологами,  то следует заключить,  что Бог создал большинство людей просто для того,  чтобы они заполняли ад"" . 
",если судить по понятиям изложенным теологами то следует заключить что бог создал большинство людей просто для того чтобы они заполняли ад
"Я просто хочу,  чтобы ваш голос снова был обращен ко мне.  Я хочу уловить направление вашего взгляда… 
",я просто хочу чтобы ваш голос снова был обращен ко мне я хочу уловить направление вашего взгляда
""" Скромные пожелания [ 10w]  ""  "" Боже,  все,  о чем я просто прошу,  - это чтобы я стал совершенным"" . 
",скромные пожелания 10 боже все о чем я просто прошу это чтобы я стал совершенным
""" Вот что я знаю:  смерть похищает умирающих,  но горе крадет у тех,  кто остался позади"" . 
",вот что я знаю смерть похищает умирающих но горе крадет у тех кто остался позади
"Я помню,  как меня похитили,  и они отправили кусочек моего пальца моему отцу.  Он сказал,  что хочет больше доказательств. 
",я помню как меня похитили и они отправили кусочек моего пальца моему отцу он сказал что хочет больше доказательств
""" Живой или мертвый,  правда не успокоится.  Поднимайся,  пока можешь"" . 
",живой или мертвый правда не успокоится поднимайся пока можешь
""" [ Она не была]  логически мыслящей женщиной,  но Бог добр,  и сердца могут считаться на небесах такими же важными,  как и головы"" . 
",она не была логически мыслящей женщиной но бог добр и сердца могут считаться на небесах такими же важными как и головы
"Ты - единственная ты. . .  Ты - лучшая ты.  Ты всегда будешь второй по значимости среди всех остальных. 
",ты единственная ты ты лучшая ты ты всегда будешь второй по значимости среди всех остальных
"Христианский идеал не был опробован и признан недостаточным.  Он был признан трудным и оставлен неиспытанным. 
",христианский идеал не был опробован и признан недостаточным он был признан трудным и оставлен неиспытанным
""" Помоги мне,  я не могу дышать,  твое эго вытесняет весь воздух из комнаты"" . 
",помоги мне я не могу дышать твое эго вытесняет весь воздух из комнаты
"Все - это другие,  и никто не является самим собой. 
",все это другие и никто не является самим собой
""" Никогда не сиди сложа руки и не жди возможности найти себя,  вставай и ищи того,  кто есть,  найди его! "" 
",никогда не сиди сложа руки и не жди возможности найти себя вставай и ищи того кто есть найди его
"Есть два способа укрыться от жизненных невзгод —  музыка и кошки. 
",есть два способа укрыться от жизненных невзгод музыка и кошки
"Интересно отметить,  что многие великие научные открытия начинаются как мифы. 
",интересно отметить что многие великие научные открытия начинаются как мифы
"Фальшивка - отстой! 
",фальшивка отстой
"Клоун на троне - все равно клоун.  Король в лохмотьях - все равно король. 
",клоун на троне все равно клоун король в лохмотьях все равно король
"Земля - всего лишь одна страна,  а человечество - ее граждане
",земля всего лишь одна страна а человечество ее граждане
""" Она была свободна в своей необузданности.  Она была странницей,  каплей свободной воды.  Она не принадлежала ни мужчине,  ни городу"" 
",она была свободна в своей необузданности она была странницей каплей свободной воды она не принадлежала ни мужчине ни городу
""" Производители косметики всегда продавали "" надежду в баночке""  - кремы и микстуры,  которые обещают молодость,  красоту,  сексуальную привлекательность и даже любовь женщинам,  которые ими пользуются"" . 
",производители косметики всегда продавали надежду в баночке кремы и микстуры которые обещают молодость красоту сексуальную привлекательность и даже любовь женщинам которые ими пользуются
"Вы были рождены,  чтобы раскрыть свое сознание и быть универсальными и бесконечными. 
",вы были рождены чтобы раскрыть свое сознание и быть универсальными и бесконечными
""" В конце концов,  черт возьми,  что значит быть влюбленным,  если ты не можешь доверять человеку"" . 
",в конце концов черт возьми что значит быть влюбленным если ты не можешь доверять человеку
"Я верю,  что Бог говорил с тобой в утесах.  Ее рука легла мне на макушку.  Но,  возможно,  ты не слушал по-настоящему
",я верю что бог говорил с тобой в утесах ее рука легла мне на макушку но возможно ты не слушал по-настоящему
"Кто мог бы удержаться,  если бы у него было сердце,  способное любить,  и в этом сердце было мужество заявить о любви? 
",кто мог бы удержаться если бы у него было сердце способное любить и в этом сердце было мужество заявить о любви
""" Я дважды постучал в ее дверь.  Второй раз это было изнутри.  Вот как работает любовь.  Сначала ты хочешь войти,  а потом хочешь выйти. "" 
",я дважды постучал в ее дверь второй раз это было изнутри вот как работает любовь сначала ты хочешь войти а потом хочешь выйти
""" Смотрите,  подглядывайте,  слушайте,  подслушивайте.  Умрите,  зная что-то.  Вы здесь ненадолго"" . 
",смотрите подглядывайте слушайте подслушивайте умрите зная что-то вы здесь ненадолго
"Либо планируйте свою жизнь,  либо приготовьтесь заблудиться. 
",либо планируйте свою жизнь либо приготовьтесь заблудиться
"Интеллектуал говорит простую вещь сложным способом.  Художник говорит сложную вещь простым способом. 
",интеллектуал говорит простую вещь сложным способом художник говорит сложную вещь простым способом
"Тишина угнетала меня.  Это была не тишина безмолвия.  Это было мое собственное молчание. 
",тишина угнетала меня это была не тишина безмолвия это было мое собственное молчание
"Вы по-настоящему живете,  когда у вас есть внутренний покой.  Вы далеки от красоты жизни,  когда ведете войну. 
",вы по-настоящему живете когда у вас есть внутренний покой вы далеки от красоты жизни когда ведете войну
""" Поэзия должна быть великой и ненавязчивой,  такой,  которая проникает в душу и поражает не сама по себе,  а своим предметом"" . 
",поэзия должна быть великой и ненавязчивой такой которая проникает в душу и поражает не сама по себе а своим предметом
"Сила воображения делает нас безграничными. 
",сила воображения делает нас безграничными
"Ищите возможности помочь,  и вы добьетесь успеха
",ищите возможности помочь и вы добьетесь успеха
"Не пытайтесь понять сознание.  Просто постарайтесь быть глубоко осознанным,  и это раскроет вам свой секрет. 
",не пытайтесь понять сознание просто постарайтесь быть глубоко осознанным и это раскроет вам свой секрет
""" Мысль так хитра,  так умна,  что она искажает все ради собственного удобства"" . 
",мысль так хитра так умна что она искажает все ради собственного удобства
"Потому что некоторым вещам не суждено быть чем-то большим,  чем мгновение.  И это было одним из них. 
",потому что некоторым вещам не суждено быть чем-то большим чем мгновение и это было одним из них
"Ты всегда такая умница? "" Нет.  Иногда я сплю. 
",ты всегда такая умница нет иногда я сплю
""" Как ты узнаешь,  когда все закончится? "" "" "" "" Может быть,  когда ты почувствуешь,  что больше любишь свои воспоминания,  чем человека,  стоящего перед тобой. "" 
",как ты узнаешь когда все закончится может быть когда ты почувствуешь что больше любишь свои воспоминания чем человека стоящего перед тобой
""" Ну,  это злая улыбка. . . "" 
",ну это злая улыбка
""" Тот,  кто больше заботится об одном,  теряет любовь и веру в обоих"" . 
",тот кто больше заботится об одном теряет любовь и веру в обоих
""" Конечно,  комики,  которые ругаются матом или используют скатологический юмор,  могут вызвать смех,  но это неловкий смех"" . 
",конечно комики которые ругаются матом или используют скатологический юмор могут вызвать смех но это неловкий смех
